subject,https://osgeo.geolexica.org/api/geolexica#termID,https://osgeo.geolexica.org/api/geolexica#review_status,https://osgeo.geolexica.org/api/geolexica#review_decision_notes,https://osgeo.geolexica.org/api/geolexica#review_decision_evemt,https://osgeo.geolexica.org/api/geolexica#review_decision,https://osgeo.geolexica.org/api/geolexica#review_date,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
https://osgeo.geolexica.org/api/osgeo-review/Review431,c431,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review346,c346,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review220,c220,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review135,c135,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review77,c77,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review401,c401,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review316,c316,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review292,c292,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review105,c105,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review47,c47,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review388,c388,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review262,c262,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review17,c17,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review177,c177,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review443,c443,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review358,c358,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review232,c232,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review147,c147,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review89,c89,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review413,c413,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review328,c328,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review202,c202,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review117,c117,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review59,c59,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review274,c274,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review29,c29,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review189,c189,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review90,c90,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review244,c244,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review159,c159,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review60,c60,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review425,c425,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review214,c214,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review129,c129,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review30,c30,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review190,c190,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review371,c371,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review286,c286,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review160,c160,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review341,c341,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review256,c256,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review130,c130,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review72,c72,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review437,c437,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review311,c311,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review226,c226,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review100,c100,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review42,c42,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review407,c407,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review383,c383,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review5,c5,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review298,c298,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review12,c12,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review172,c172,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review353,c353,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review268,c268,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review142,c142,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review84,c84,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review323,c323,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review238,c238,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review112,c112,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review54,c54,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review419,c419,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review395,c395,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review208,c208,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review24,c24,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review184,c184,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review365,c365,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review154,c154,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review96,c96,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review420,c420,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review335,c335,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review124,c124,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review66,c66,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review305,c305,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review281,c281,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review36,c36,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review196,c196,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review377,c377,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review251,c251,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review166,c166,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review432,c432,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review347,c347,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review221,c221,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review136,c136,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review78,c78,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review402,c402,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review317,c317,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review293,c293,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review106,c106,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review48,c48,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review389,c389,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review263,c263,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review18,c18,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review178,c178,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review444,c444,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review359,c359,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review233,c233,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review148,c148,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review414,c414,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review329,c329,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review390,c390,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review203,c203,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review118,c118,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review360,c360,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review275,c275,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review91,c91,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review330,c330,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review245,c245,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review61,c61,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review426,c426,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review300,c300,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review215,c215,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review31,c31,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review191,c191,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review372,c372,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review287,c287,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review161,c161,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review342,c342,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review257,c257,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review131,c131,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review73,c73,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review438,c438,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review312,c312,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review227,c227,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
https://osgeo.geolexica.org/api/osgeo-review/Review101,c101,no data@en,no data@en,no data@en,no data@en,2022-01-01^^http://www.w3.org/2001/XMLSchema#date,osgeo:ConceptReview
,,,,,,,owl:NamedIndividual
