https://osgeo.geolexica.org/api/geolexica#jsonURI,For relating jsonURI values.,osgeo:jsonURI property,http://www.w3.org/2002/07/owl#DatatypeProperty,http://www.w3.org/2001/XMLSchema#anyURI,https://osgeo.geolexica.org/api/geolexica#JSON,,,,,,,,,,,,,,,
https://osgeo.geolexica.org/api/geolexica#TBX-ISO-XML,Class for TBX-ISO-XML file types.@en,TBX-ISO-XML files,http://www.w3.org/2002/07/owl#Class,,,https://osgeo.geolexica.org/api/geolexica#LinkedDataAPI,,,,,,,,,,,,,,
https://osgeo.geolexica.org/api/geolexica#LinkedDataAPI,Class of linked data file types.@en,Linked Data APIs,http://www.w3.org/2002/07/owl#Class,,,http://purl.org/dc/terms/MediaType,,,,,,,,,,,,,,
https://osgeo.geolexica.org/api/geolexica#review_date,For relating review date values.,osgeo:review_date property,http://www.w3.org/2002/07/owl#DatatypeProperty,http://www.w3.org/2001/XMLSchema#date,,,,,,,,,,,,,,,,
https://osgeo.geolexica.org/api/geolexica#clause,For relating term info clauses.,osgeo:clause property,http://www.w3.org/2002/07/owl#DatatypeProperty,,,,,,,,,,,,,,,,,
http://purl.org/dc/terms/modified,,,http://www.w3.org/2002/07/owl#AnnotationProperty,,,,,,,,,,,,,,,,,
https://osgeo.geolexica.org/api/geolexica#review_decision_notes,For relating review decision note values.,osgeo:review_decision_notes property,http://www.w3.org/2002/07/owl#DatatypeProperty,,,,,,,,,,,,,,,,,
https://osgeo.geolexica.org/api/geolexica#hasReview,For relating concept to review.,osgeo:hasReview,http://www.w3.org/2002/07/owl#ObjectProperty,https://osgeo.geolexica.org/api/geolexica#ConceptReview,http://www.w3.org/2004/02/skos/core#Concept,,,,,,,,,,,,,,,
https://osgeo.geolexica.org/api/geolexica#lineage_source,For relating lineage source info values.,osgeo:lineage_source property,http://www.w3.org/2002/07/owl#DatatypeProperty,,,,,,,,,,,,,,,,,
http://purl.org/vocab/vann/preferredNamespacePrefix,,,http://www.w3.org/2002/07/owl#AnnotationProperty,,,,,,,,,,,,,,,,,
