subject,http://purl.org/dc/terms/source,http://purl.org/dc/terms/description,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#prefLabel,http://www.w3.org/2000/01/rdf-schema#comment,http://purl.org/vocab/vann/preferredNamespacePrefix,http://purl.org/vocab/vann/preferredNamespaceUri,http://purl.org/dc/terms/modified,http://purl.org/dc/terms/conformsTo,http://www.w3.org/2002/07/owl#imports,http://www.w3.org/2002/07/owl#versionIRI,http://purl.org/dc/terms/license,http://purl.org/dc/terms/created
https://isotc211.geolexica.org/api/sources#ISO-19156-2011,https://www.iso.org/standard/32574.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Observations and measurements@en,ISO 19156:2011,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19111-2-2009,https://www.iso.org/standard/44075.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Spatial referencing by coordinates — Part 2: Extension for parametric values@en,ISO 19111-2:2009,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19111-2007,https://www.iso.org/standard/41126.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Spatial referencing by coordinates@en,ISO 19111:2007,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19101-1-2014,https://www.iso.org/standard/59164.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Reference model — Part 1: Fundamentals@en,ISO 19101-1:2014,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19128-2005,https://www.iso.org/standard/32546.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Web map server interface@en,ISO 19128:2005,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-27790-2009,https://www.iso.org/standard/44316.html^^http://www.w3.org/2001/XMLSchema#anyURI,Health informatics — Document registry framework@en,ISO/TS 27790:2009,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19126-2009,https://www.iso.org/standard/44875.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Feature concept dictionaries and registers@en,ISO 19126:2009,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#W3C-Web-Srvc-Gloss,,,"W3C, Web Services Glossary",http://www.w3.org/2002/07/owl#NamedIndividual,"W3C, Web Services Glossary@en",Need source URI@en,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-22028-1-2016,https://www.iso.org/standard/68761.html^^http://www.w3.org/2001/XMLSchema#anyURI,"Photography and graphic technology — Extended colour encodings for digital image storage, manipulation and interchange — Part 1: Architecture and requirements@en",ISO 22028-1:2016,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19115-2-2019,https://www.iso.org/standard/67039.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Metadata — Part 2: Extensions for acquisition and processing@en,ISO 19115-2:2019,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19112-2019,https://www.iso.org/standard/70742.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Spatial referencing by geographic identifiers@en,ISO 19112:2019,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#IERS_Conv_2010,,,IERS Conventions 2010,http://www.w3.org/2002/07/owl#NamedIndividual,IERS Conventions 2010@en,Need source URI@en,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-Guide-2-2004,https://www.iso.org/standard/39976.html^^http://www.w3.org/2001/XMLSchema#anyURI,Standardization and related activities — General vocabulary@en,ISO/IEC Guide 2:2004,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19116-2019,https://www.iso.org/standard/70882.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Positioning services@en,ISO 19116:2019,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19163-2016,https://www.iso.org/standard/32581.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Content components and encoding rules for imagery and gridded data — Part 1: Content model@en,ISO/TS 19163-1:2016,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-IEC-10746-2009,https://www.iso.org/standard/55723.html^^http://www.w3.org/2001/XMLSchema#anyURI,Information technology — Open distributed processing — Reference model: Foundations — Part 2:@en,ISO/IEC 10746-2:2009,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19161-2020,,,ISO 19161-1:2020,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19144-1-2009,https://www.iso.org/standard/32562.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Classification systems — Part 1: Classification system structure@en,ISO 19144-1:2009,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ANSI-T1-523-2001,,,ANSI T1.523-2001,http://www.w3.org/2002/07/owl#NamedIndividual,ANSI T1.523-2001@en,Need source URI@en,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19115-1-2014,https://www.iso.org/standard/53798.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Metadata — Part 1: Fundamentals@en,ISO 19115-1:2014,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-2859-1,https://www.iso.org/standard/1141.html^^http://www.w3.org/2001/XMLSchema#anyURI,Sampling procedures for inspection by attributes — Part 1: Sampling schemes indexed by acceptance quality limit (AQL) for lot-by-lot inspection@en,ISO 2859-1,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-6709-2008,https://www.iso.org/standard/39242.html^^http://www.w3.org/2001/XMLSchema#anyURI,Standard representation of geographic point location by coordinates@en,ISO 6709:2008,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19138-2006,https://www.iso.org/standard/32556.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Data quality measures@en,ISO/TS 19138:2006,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19153-2014,https://www.iso.org/standard/32571.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geospatial Digital Rights Management Reference Model (GeoDRM RM)@en,ISO 19153:2014,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19148-2012,https://www.iso.org/standard/32566.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Linear referencing@en,ISO 19148:2012,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-5127-2001,https://www.iso.org/standard/33636.html^^http://www.w3.org/2001/XMLSchema#anyURI,Information and documentation — Vocabulary@en,ISO 5127:2001,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#searchcio-techtarget,https://searchcio.techtarget.com/^^http://www.w3.org/2001/XMLSchema#anyURI,,https://searchcio.techtarget.com/,http://www.w3.org/2002/07/owl#NamedIndividual,https://searchcio.techtarget.com/@en,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#UML-2,https://www.omg.org/spec/UML/2.0/^^http://www.w3.org/2001/XMLSchema#anyURI,"The Unified Modeling Language (UML) is a language for specifying, constructing, visualizing, and documenting the artifacts of a software-intensive system.@en",Unified Modeling Language 2.0,http://www.w3.org/2002/07/owl#NamedIndividual,UML 2.0@en,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19125-2-2004,https://www.iso.org/standard/40115.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Simple feature access — Part 2: SQL option@en,ISO 19125-2:2004,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19159-2018,https://www.iso.org/standard/74032.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Calibration and validation of remote sensing imagery sensors and data — Part 3: SAR/InSAR@en,ISO/TS 19159-3:2018,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#IEC-60050-845,https://webstore.iec.ch/publication/268^^http://www.w3.org/2001/XMLSchema#anyURI,International Electrotechnical Vocabulary (IEV) - Part 845: Lighting@en,IEC 60050-845:1987,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19110-2005,https://www.iso.org/standard/44459.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Methodology for feature cataloguing — Amendment 1@en,ISO 19110:2005/Amd 1:2011,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-IEC-2382-1993,https://www.iso.org/standard/63598.html^^http://www.w3.org/2001/XMLSchema#anyURI,Information technology — Vocabulary@en,ISO/IEC 2382-1:1993,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#Aull_et_al,,,Aull et al. 2002,http://www.w3.org/2002/07/owl#NamedIndividual,Aull et al. 2002@en,Need source URI@en,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19162-2015,https://www.iso.org/standard/63094.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Well-known text representation of coordinate reference systems@en,ISO 19162:2015,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19133-2005,https://www.iso.org/standard/32551.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Location-based services — Tracking and navigation@en,ISO 19133:2005,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19115-2-2009,https://www.iso.org/standard/39229.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Metadata — Part 2: Extensions for imagery and gridded data@en,ISO 19115-2:2009,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#RDF,,,"RDF, Resource Description Framework",http://www.w3.org/2002/07/owl#NamedIndividual,"RDF, Resource Description Framework@en",Need source URI@en,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#IBM_Rational_System,,,IBM Rational System Developer,http://www.w3.org/2002/07/owl#NamedIndividual,IBM Rational System Developer@en,Need source URI@en,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#IEC-88528-2004,https://webstore.iec.ch/publication/7512^^http://www.w3.org/2001/XMLSchema#anyURI,Reciprocating internal combustion engine driven alternating current generating sets - Part 11: Rotary uninterruptible power systems - Performance requirements and test methods@en,IEC 88528-11:2004,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-80000-7-2008,https://www.iso.org/standard/31892.html^^http://www.w3.org/2001/XMLSchema#anyURI,ISO 80000-7:2008 Quantities and units — Part 7: Light@en,ISO 80000-7:2008,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-860-2007,https://www.iso.org/standard/40130.html^^http://www.w3.org/2001/XMLSchema#anyURI,Terminology work — Harmonization of concepts and terms@en,ISO 860:2007,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19118-2005,https://www.iso.org/standard/37796.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Encoding@en,ISO 19118:2005,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#Palmer_Dodge_LLP,,,"Derived from Palmer & Dodge, LLP",http://www.w3.org/2002/07/owl#NamedIndividual,"Derived from Palmer & Dodge, LLP@en",Need source URI@en,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19144-2-2012,https://www.iso.org/standard/44342.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information - Classification systems — Part 2: Land Cover Meta Language (LCML)@en,ISO 19144-2:2012,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19107-2003,https://www.iso.org/standard/26012.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Spatial schema@en,ISO 19107:2003,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-9000-2015,https://www.iso.org/standard/45481.html^^http://www.w3.org/2001/XMLSchema#anyURI,Quality management systems — Fundamentals and vocabulary@en,ISO 9000:2015,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#New_Concepts_BASIS,,,New Concepts in BASIS Licensing,http://www.w3.org/2002/07/owl#NamedIndividual,New Concepts in BASIS Licensing@en,Need source URI@en,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-IEC-10746-3-2009,https://www.iso.org/standard/55724.html^^http://www.w3.org/2001/XMLSchema#anyURI,Information technology — Open distributed processing — Reference model: Architecture — Part 3:@en,ISO/IEC 10746-3:2009,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19135-1-2015,https://www.iso.org/standard/54721.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Procedures for item registration — Part 1: Fundamentals@en,ISO 19135-1:2015,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-3534-1-1993,https://www.iso.org/standard/8919.html^^http://www.w3.org/2001/XMLSchema#anyURI,Statistics — Vocabulary and symbols — Part 1: Probability and general statistical terms@en,ISO 3534-1:1993,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-21000-5,https://www.iso.org/standard/36095.html^^http://www.w3.org/2001/XMLSchema#anyURI,Information technology — Multimedia framework (MPEG-21) — Part 5: Rights Expression Language@en,ISO/IEC 21000-5:2004,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19152-2012,https://www.iso.org/standard/51206.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Land Administration Domain Model (LADM)@en,ISO 19152:2012,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#NISTIR_7117,,,NISTIR 7117,http://www.w3.org/2002/07/owl#NamedIndividual,NISTIR 7117@en,Need source URI@en,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-9075-2016,https://www.iso.org/standard/63556.html^^http://www.w3.org/2001/XMLSchema#anyURI,Information technology — Database languages — SQL — Part 2: Foundation (SQL/Foundation)@en,ISO/IEC 9075-2:2016,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-10000-1-1998,https://www.iso.org/standard/30726.html^^http://www.w3.org/2001/XMLSchema#anyURI,Information technology — Framework and taxonomy of International Standardized Profiles — Part 1: General principles and documentation framework@en,ISO/IEC TR 10000-1:1998,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19101-2002,https://www.iso.org/standard/26002.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Reference model@en,ISO 19101:2002,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19109-2015,https://www.iso.org/standard/59193.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Rules for application schema@en,ISO 19109:2015,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#XrML-2-spec,,,XrML 2.0 specification,http://www.w3.org/2002/07/owl#NamedIndividual,XrML 2.0 specification@en,Need source URI@en,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19116-2004,https://www.iso.org/standard/37805.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Positioning services@en,ISO 19116:2004,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19107-2019,https://www.iso.org/standard/66175.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Spatial schema@en,ISO 19107:2019,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-IEC-10746-2015,,,ISO/IEC 10746-3:2015,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19108-2002,https://www.iso.org/standard/26013.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Spatial schema@en,ISO 19108:2002,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19110-2016,https://www.iso.org/standard/57303.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Methodology for feature cataloguing@en,ISO 19110:2016,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-10746-2-2009,https://www.iso.org/standard/55723.html^^http://www.w3.org/2001/XMLSchema#anyURI,Information technology — Open distributed processing — Reference model: Foundations — Part 2:@en,ISO/IEC 10746-2:2009,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-1087-1-2000,https://www.iso.org/standard/20057.html^^http://www.w3.org/2001/XMLSchema#anyURI,Terminology work — Vocabulary — Part 1: Theory and application@en,ISO 1087-1:2000,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19130-1-2018,https://www.iso.org/standard/66847.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Imagery sensor models for geopositioning — Part 1: Fundamentals@en,ISO 19130-1-2018,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19120-2001,https://www.iso.org/standard/28928.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Functional standards@en,ISO/TR 19120:2001,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-24619-2011,https://www.iso.org/standard/37333.html^^http://www.w3.org/2001/XMLSchema#anyURI,Language resource management — Persistent identification and sustainable access (PISA)@en,ISO 24619:2011,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-IEC-19501,https://www.iso.org/standard/32620.html^^http://www.w3.org/2001/XMLSchema#anyURI,Information technology — Open Distributed Processing — Unified Modeling Language (UML) Version 1.4.2@en,ISO/IEC 19501,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-12718-2008,https://www.iso.org/standard/43738.html^^http://www.w3.org/2001/XMLSchema#anyURI,Non-destructive testing — Eddy current testing — Vocabulary@en,ISO 12718:2008,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ASTM_E2544,,,ASTM E2544,http://www.w3.org/2002/07/owl#NamedIndividual,ASTM E2544@en,Need source URI@en,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-10241-2011,https://www.iso.org/standard/40362.html^^http://www.w3.org/2001/XMLSchema#anyURI,Terminological entries in standards — Part 1: General requirements and examples of presentation@en,ISO 10241-1:2011,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19159-2016,https://www.iso.org/standard/64768.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Calibration and validation of remote sensing imagery sensors and data — Part 2: Lidar@en,ISO/TS 19159-2:2016,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19123-2018,https://www.iso.org/standard/70948.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Schema for coverage geometry and functions — Part 2: Coverage implementation schema@en,ISO 19123-2:2018,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-21000-1-2004,https://www.iso.org/standard/40611.html^^http://www.w3.org/2001/XMLSchema#anyURI,"Information technology — Multimedia framework (MPEG-21) — Part 1: Vision, Technologies and Strategy@en",ISO/IEC TR 21000-1:2004,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-19117-2012,https://www.iso.org/standard/46226.html^^http://www.w3.org/2001/XMLSchema#anyURI,Geographic information — Portrayal@en,ISO 19117:2012,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
,,,,https://isotc211.geolexica.org/api/geolexica#Source,,,,,,,,,,
https://isotc211.geolexica.org/api/sources#ISO-9075-2011,https://www.iso.org/standard/53682.html^^http://www.w3.org/2001/XMLSchema#anyURI,Information technology — Database languages — SQL — Part 2: Foundation (SQL/Foundation)@en,ISO/IEC 9075-2:2011,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,
