subject,https://isotc211.geolexica.org/api/geolexica#entry_status,https://isotc211.geolexica.org/api/geolexica#date_amended,https://isotc211.geolexica.org/api/geolexica#date_accepted,https://isotc211.geolexica.org/api/geolexica#hasSource,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://isotc211.geolexica.org/api/geolexica#classification,https://isotc211.geolexica.org/api/geolexica#clause,http://purl.org/dc/terms/license,http://purl.org/dc/terms/conformsTo,http://purl.org/dc/terms/modified,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2002/07/owl#versionIRI,http://www.w3.org/2002/07/owl#imports,http://purl.org/vocab/vann/preferredNamespaceUri,http://purl.org/dc/terms/title,http://purl.org/dc/terms/created,http://purl.org/vocab/vann/preferredNamespacePrefix,http://purl.org/dc/terms/description
https://isotc211.geolexica.org/api/info#Info640,valid@en,,2008-06-01^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-22028-1-2016,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,3.35,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info2116,valid@en,,2017-11-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19160-2017,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,"(E), 3.8",,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info1007,valid@en,,2010-06-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19130-1-2018,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,"(E), 3.66",,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info73,valid@en,,2000-12-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19105-2000,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info2410,valid@en,,2019-01-31^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19111-2019,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,"(E), 3.1.61",,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info181,valid@en,,2002-09-01^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19108-2002,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info1301,valid@en,,2012-07-01^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19144-2-2012,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,4.1.8,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info359,superseded@en,2011-04-27^^http://www.w3.org/2001/XMLSchema#date,2004-07-01^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19101-2002,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info2129,valid@en,,2017-11-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19160-2017,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,"(E), 3.18",,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info1567,valid@en,,2014-01-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19130-2-2014,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,4.59,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info86,valid@en,,2003-05-01^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19107-2019,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,3.15,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info119,retired@en,2013-12-15^^http://www.w3.org/2001/XMLSchema#date,2002-12-01^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19113-2002,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,,4.11,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info960,valid@en,,2010-06-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19130-1-2018,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,"(E), 3.63",,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info99,valid@en,,2005-08-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19123-2005,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info1327,valid@en,,2012-12-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19117-2012,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,4.25,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info1621,valid@en,,2015-06-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19147-2015,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,3.18,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info679,valid@en,,2007-10-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19132-2007,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info2271,valid@en,,2018-05-01^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-14721-2012,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,"1.7.2, modified — Supporting content has been relocated to Note 1 to entry.",,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info1162,valid@en,,2013-02-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19145-2013,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,4.1.4,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info973,valid@en,,2010-06-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19130-1-2018,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,"(E), 3.70",,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info2449,valid@en,,2019-12-02^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19159-2016,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,4.1 modified - NOTES 1 and 2 have been deleted and replaced by a new Note 1 to entry.,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info720,valid@en,,2008-06-01^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19101-2-2018,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,"(E), 3.37",,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info261,valid@en,,2003-08-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-2859-1,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info2284,valid@en,,2018-05-01^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19159-2018,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,"(E), 3.14",,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info1175,valid@en,,2012-02-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19148-2012,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,4.16,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info986,valid@en,,2010-06-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19130-1-2018,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,"(E), 3.3",,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info733,valid@en,,2008-07-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-6709-2008,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info1647,valid@en,,2014-04-01^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-24619-2011,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,3.1.16,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info274,valid@en,,2005-10-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19133-2005,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info999,valid@en,,2010-06-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19130-1-2018,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,"(E), 3.44",,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info746,valid@en,,2007-10-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19132-2007,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info287,valid@en,,2005-07-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19118-2011,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,4.26,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info1407,valid@en,,2014-01-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19130-2-2014,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,4.50,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info1701,valid@en,,2015-12-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19160-2015,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,4.3,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info1242,valid@en,,2012-12-01^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19152-2012,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,4.1.13,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info506,valid@en,,2005-10-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19135-1-2015,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,4.1.1,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info800,valid@en,,2011-10-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19118-2011,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,4.32,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info341,retired@en,2013-12-15^^http://www.w3.org/2001/XMLSchema#date,2003-08-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-3534-2-2006,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,,,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info1255,valid@en,,2014-02-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19153-2014,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,4.47,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info519,valid@en,,2014-01-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19130-2-2014,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,4.46,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info2111,valid@en,,2016-01-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19163-2016,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,4.9,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info813,valid@en,,2009-08-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19144-1-2009,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info1002,valid@en,,2010-06-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19130-1-2018,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,"(E), 3.50",,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info2377,valid@en,,2019-01-31^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19111-2019,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,"(E), 3.1.60",,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info101,valid@en,,2003-05-01^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19136-1-2020,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,"(E), 3.1.17",,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info2124,valid@en,,2017-11-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19160-2017,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,"(E), 3.15",,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info1562,valid@en,,2014-01-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#IHO_Hydro_Dict,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,"S-32, Fifth Edition",,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info826,superseded @en,2020-01-09^^http://www.w3.org/2001/XMLSchema#date,2007-09-01^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19136-2007,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,,,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info81,superseded@en,2015-07-01^^http://www.w3.org/2001/XMLSchema#date,2005-07-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-IEC-19501,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,,,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info367,valid@en,,2005-08-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19123-2005,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info114,retired@en,2013-12-15^^http://www.w3.org/2001/XMLSchema#date,2002-12-01^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19113-2002,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,,4.6,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info661,valid@en,,2005-10-17^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-21000-1-2004,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info1028,valid@en,,2012-07-01^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#UNFAO-LCCS-2005,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info2137,valid@en,,2017-11-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#UPU_Standards_Glossary,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,3.141,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info1575,valid@en,,2012-12-01^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19152-2012,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,4.1.25,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info839,valid@en,,2007-04-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#Booch_1999,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,(Adapted from),,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info1322,valid@en,,2012-12-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19117-2012,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,4.17,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info19,valid@en,,2009-02-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-IEC-2382-2015,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,"2121440, modified — Note 1 to entry replaces Notes 1 and 2 to entry.",,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info127,valid@en,,2002-09-01^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19108-2002,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info421,valid@en,,2003-02-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19111-2019,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,"(E), 3.1.56",,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info1588,valid@en,,2015-07-01^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19103-2015,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,modified – Derived from 7.5.2.1,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info1335,valid@en,,2010-12-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19142-2010,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info687,valid@en,,2007-10-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19132-2007,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info1170,valid@en,,2012-02-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19148-2012,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,4.2,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info434,valid@en,,2003-05-01^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19107-2019,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,"(E), 3.91",,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info906,superseded @en,2020-01-09^^http://www.w3.org/2001/XMLSchema#date,2007-09-01^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19136-2007,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,,,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info1642,valid@en,,2014-11-01^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19154-2014,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,4.26,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info447,valid@en,,2002-09-01^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19108-2002,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info994,valid@en,,2010-06-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19130-1-2018,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,"(E), 3.27",,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info919,valid@en,,2009-04-01^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#IBM_Rational_System,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info1108,valid@en,,2009-02-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-Guide-99-2007,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,"3.8, modified — EXAMPLES and NOTE deleted.",,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info1655,valid@en,,2015-12-15^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19160-2015,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,4.4,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
https://isotc211.geolexica.org/api/info#Info282,valid@en,,2005-12-01^^http://www.w3.org/2001/XMLSchema#date,https://isotc211.geolexica.org/api/sources#ISO-19128-2005,https://isotc211.geolexica.org/api/geolexica#ConceptInfo,preferred@en,,,,,,,,,,,,
,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,
