concept,prefLabel,label
https://isotc211.geolexica.org/api/concepts#compression_service,servicio de compresión,compression service
https://isotc211.geolexica.org/api/concepts#conversion,conversión,conversion
https://isotc211.geolexica.org/api/concepts#conversion_service,servicio de conversión,conversion service
https://isotc211.geolexica.org/api/concepts#dynamic_conversion,conversión dinámica,dynamic conversion
https://isotc211.geolexica.org/api/concepts#format,formato,format
https://isotc211.geolexica.org/api/concepts#geographic_point_location,localización geográfica puntual,geographic point location
https://isotc211.geolexica.org/api/concepts#geo_point_location_represent,representación de una localización geográfica puntual,geographic point location representation
https://isotc211.geolexica.org/api/concepts#static_conversion,conversión estática,static conversion
https://isotc211.geolexica.org/api/concepts#attribute_event,atributo parcial,attribute event
https://isotc211.geolexica.org/api/concepts#attributed_event,objeto geográfico con atributo parcial,attributed feature
https://isotc211.geolexica.org/api/concepts#feature_event,evento de objeto geográfico,feature event
https://isotc211.geolexica.org/api/concepts#linear_referencing,referencia lineal,linear referencing
https://isotc211.geolexica.org/api/concepts#linear_segment,segmento lineal,linear segment
https://isotc211.geolexica.org/api/concepts#linearly_located_event,evento localizado linealmente,linearly located event
https://isotc211.geolexica.org/api/concepts#linearly_referenced_location,localización referenciada linealmente,linearly referenced location
https://isotc211.geolexica.org/api/concepts#located_feature,objeto geográfico localizado,located feature
https://isotc211.geolexica.org/api/concepts#locating_feature,objeto geográfico de localización,locating feature
https://isotc211.geolexica.org/api/concepts#spatial_position,posición espacial,spatial position
https://isotc211.geolexica.org/api/concepts#responsibility,responsabilidad,responsibility
https://isotc211.geolexica.org/api/concepts#access_control,control de accesos,access control
https://isotc211.geolexica.org/api/concepts#agency,representación,agency
https://isotc211.geolexica.org/api/concepts#agent,representante,agent
https://isotc211.geolexica.org/api/concepts#authentication,autenticación,authentication
https://isotc211.geolexica.org/api/concepts#authorization,autorización,authorization
https://isotc211.geolexica.org/api/concepts#bypass,bypass,bypass
https://isotc211.geolexica.org/api/concepts#chain_agency,cadena de representaciones,chain of agency
https://isotc211.geolexica.org/api/concepts#chain_licence,cadena de licencias,chain of licence
https://isotc211.geolexica.org/api/concepts#contract,contrato,contract
https://isotc211.geolexica.org/api/concepts#copyleft,copyleft,copyleft
https://isotc211.geolexica.org/api/concepts#digital_licence,licencia digital,digital licence
https://isotc211.geolexica.org/api/concepts#digital_rights_management,gestión de derechos digitales,digital rights management
https://isotc211.geolexica.org/api/concepts#expected_risk,riesgo esperado,expected risk
https://isotc211.geolexica.org/api/concepts#fair_use,uso legítimo,fair use
https://isotc211.geolexica.org/api/concepts#general_public_licence,licencia pública general,general public licence
https://isotc211.geolexica.org/api/concepts#GeoDRM_enabled,GeoDRM activado,GeoDRM enabled
https://isotc211.geolexica.org/api/concepts#GeoDRM_extended,GeoDRM extendido (aplicado a recursos),GeoDRM extended (applied to resources)
https://isotc211.geolexica.org/api/concepts#GeoLicence,GeoLicencia,GeoLicence
https://isotc211.geolexica.org/api/concepts#GeoLicence_resolution,resolución de GeoLicencia,GeoLicence resolution
https://isotc211.geolexica.org/api/concepts#GeoLicence_infringement,violación de GeoLicencia,GeoLicence infringement
https://isotc211.geolexica.org/api/concepts#infringement_licence,vulneración (de una licencia),infringement (of a licence)
https://isotc211.geolexica.org/api/concepts#infringement_right,vulneración (de un derecho),infringement (of a right)
https://isotc211.geolexica.org/api/concepts#joint_ownership,copropiedad,joint ownership
https://isotc211.geolexica.org/api/concepts#lease,arrendar,lease
https://isotc211.geolexica.org/api/concepts#lend,prestar,lend
https://isotc211.geolexica.org/api/concepts#licence,licencia,licence
https://isotc211.geolexica.org/api/concepts#licence_extents,ámbito de licencia,licence extents
https://isotc211.geolexica.org/api/concepts#licence_manager,gestor de licencias,licence manager
https://isotc211.geolexica.org/api/concepts#licensee,titular de la licencia,licensee
https://isotc211.geolexica.org/api/concepts#licensing_agent,agente de licencias,licensing agent
https://isotc211.geolexica.org/api/concepts#licensor,entidad adjudicataria,licensor
https://isotc211.geolexica.org/api/concepts#necessary,necesario,necessary
https://isotc211.geolexica.org/api/concepts#owner,propietario,owner
https://isotc211.geolexica.org/api/concepts#party,parte,party
https://isotc211.geolexica.org/api/concepts#payment_provider,proveedor de pago,payment provider
https://isotc211.geolexica.org/api/concepts#persistent_protection_mechanism,mecanismo de protección persistente,persistent protection mechanism
https://isotc211.geolexica.org/api/concepts#principal,titular,principal
https://isotc211.geolexica.org/api/concepts#protection,protección,protection
https://isotc211.geolexica.org/api/concepts#provenance,procedencia,provenance
https://isotc211.geolexica.org/api/concepts#resource_GeoDRM,recurso (GeoDRM),resource (GeoDRM)
https://isotc211.geolexica.org/api/concepts#remediation,corrección,remediation
https://isotc211.geolexica.org/api/concepts#right_GeoDRM,derechos (GeoDRM),right (GeoDRM)
https://isotc211.geolexica.org/api/concepts#rights_holder,propietario de los derechos,rights holder
https://isotc211.geolexica.org/api/concepts#rights_management_GeoDRM,gestión de derechos (GeoDRM),rights management (GeoDRM)
https://isotc211.geolexica.org/api/concepts#risk,riesgo,risk
https://isotc211.geolexica.org/api/concepts#sublicence,sublicencia,sublicence
https://isotc211.geolexica.org/api/concepts#sublicensee,sublicenciatario,sublicensee
https://isotc211.geolexica.org/api/concepts#sufficient,suficiente,sufficient
https://isotc211.geolexica.org/api/concepts#transaction,transacción,transaction
https://isotc211.geolexica.org/api/concepts#trust,confianza,trust
https://isotc211.geolexica.org/api/concepts#cond_feature_portrayal_func,función de representación condicional de objetos geográficos,conditional feature portrayal function
https://isotc211.geolexica.org/api/concepts#feature_portrayal_func,función de representación de objetos geográficos,feature portrayal function
https://isotc211.geolexica.org/api/concepts#portrayal_func,función de representación,portrayal function
https://isotc211.geolexica.org/api/concepts#simple_symbol,símbolo simple,simple symbol
https://isotc211.geolexica.org/api/concepts#symbol,símbolo,symbol
https://isotc211.geolexica.org/api/concepts#symbol_component,componente de símbolo,symbol component
https://isotc211.geolexica.org/api/concepts#symbol_definition,definición de símbolo,symbol definition
https://isotc211.geolexica.org/api/concepts#symbol_reference,referencia de símbolo,symbol reference
https://isotc211.geolexica.org/api/concepts#error_propagation,propagación de errores,error propagation
https://isotc211.geolexica.org/api/concepts#cross_mapping,correspondencia cruzada,cross-mapping
https://isotc211.geolexica.org/api/concepts#place,lugar,place
https://isotc211.geolexica.org/api/concepts#administrative_source,fuente administrativa,administrative source
https://isotc211.geolexica.org/api/concepts#boundary_face_string,cadena de caras frontera,boundary face string
https://isotc211.geolexica.org/api/concepts#building_unit,unidad de edificación,building unit
https://isotc211.geolexica.org/api/concepts#catalogue,catálogo,catalogue
https://isotc211.geolexica.org/api/concepts#converter,conversor,converter
https://isotc211.geolexica.org/api/concepts#feature_type,tipo de objeto geográfico,feature type
https://isotc211.geolexica.org/api/concepts#join_predicate,predicado de unión,join predicate
https://isotc211.geolexica.org/api/concepts#land_administration,administración de la tierra,land administration
https://isotc211.geolexica.org/api/concepts#land_cover_metalanguage,metalenguaje de cubierta del suelo,land cover metalanguage
https://isotc211.geolexica.org/api/concepts#liminal_spatial_unit,unidad espacial liminar,liminal spatial unit
https://isotc211.geolexica.org/api/concepts#metaquality,metacalidad,metaquality
https://isotc211.geolexica.org/api/concepts#observation_procedure,procedimiento de observación,observation procedure
https://isotc211.geolexica.org/api/concepts#observation_protocol,protocolo de observación,observation protocol
https://isotc211.geolexica.org/api/concepts#observation_result,resultado de observación,observation result
https://isotc211.geolexica.org/api/concepts#party_member,parte miembro,party member
https://isotc211.geolexica.org/api/concepts#property_type,tipo de propiedad,property type
https://isotc211.geolexica.org/api/concepts#spatial_source,fuente espacial,spatial source
https://isotc211.geolexica.org/api/concepts#spatial_unit_group,grupo de unidades espaciales,spatial unit group
https://isotc211.geolexica.org/api/concepts#param_feature_portrayal_function,función parametrizable de representación de objetos geográficos,parameterized feature portrayal function
https://isotc211.geolexica.org/api/concepts#parameterized_symbol,símbolo parametrizado,parameterized symbol
https://isotc211.geolexica.org/api/concepts#portrayal_context,contexto de representación,portrayal context
https://isotc211.geolexica.org/api/concepts#portrayal_function_set,colección de funciones de representación,portrayal function set
https://isotc211.geolexica.org/api/concepts#render,renderización,render
https://isotc211.geolexica.org/api/concepts#symbol_set,conjunto de símbolos,symbol set
https://isotc211.geolexica.org/api/concepts#customer,cliente,customer
https://isotc211.geolexica.org/api/concepts#process,proceso,process
https://isotc211.geolexica.org/api/concepts#supplier,proveedor,supplier
https://isotc211.geolexica.org/api/concepts#join_tuple,tupla de unión,join tuple
https://isotc211.geolexica.org/api/concepts#local_resource,recurso local,local resource
https://isotc211.geolexica.org/api/concepts#locator_attribute,atributo localizador,locator attribute
https://isotc211.geolexica.org/api/concepts#MIME_type,tipo de Extensión Multipropósito de Correo de Internet (Multipurpose Internet Mail Extensions - MIME),Multipurpose Internet Mail Extensions (MIME) type
https://isotc211.geolexica.org/api/concepts#Place_Identifier,identificador de lugar,Place Identifier
https://isotc211.geolexica.org/api/concepts#Place_Identifier_application,aplicación de identificación de lugares,Place Identifier application
https://isotc211.geolexica.org/api/concepts#Place_Identifier_matching,correspondencia de Identificadores de lugar,Place Identifier matching
https://isotc211.geolexica.org/api/concepts#Place_Identifier_platform,plataforma de identificación de lugares,Place Identifier platform
https://isotc211.geolexica.org/api/concepts#remote_resource,recurso remoto,remote resource
https://isotc211.geolexica.org/api/concepts#resolve,recuperación,resolve
https://isotc211.geolexica.org/api/concepts#information_system,sistema de información,information system
https://isotc211.geolexica.org/api/concepts#ontology,ontología,ontology
https://isotc211.geolexica.org/api/concepts#Semantic_Web,web semántica,Semantic Web
https://isotc211.geolexica.org/api/concepts#boundary_face,cara frontera,boundary face
https://isotc211.geolexica.org/api/concepts#land,terreno,land
https://isotc211.geolexica.org/api/concepts#required_relationship,relación necesaria,required relationship
https://isotc211.geolexica.org/api/concepts#spatial_unit,unidad espacial,spatial unit
https://isotc211.geolexica.org/api/concepts#Linear_Referencing_Method,Método de Referencia Lineal,Linear Referencing Method
https://isotc211.geolexica.org/api/concepts#standalone_quality_report,informe de calidad independiente,standalone quality report
https://isotc211.geolexica.org/api/concepts#quality_assurance,aseguramiento de la calidad,quality assurance
https://isotc211.geolexica.org/api/concepts#quality_control,control de calidad,quality control
https://isotc211.geolexica.org/api/concepts#grid_coord_ref_system,sistema de referencia de coordenadas malla / sistema de referencia de coordenadas grilla,grid coordinate reference system
https://isotc211.geolexica.org/api/concepts#document_XML,documento (XML),document (XML)
https://isotc211.geolexica.org/api/concepts#active_sensor,sensor activo,active sensor
https://isotc211.geolexica.org/api/concepts#active_sonar,sónar activo,active sonar
https://isotc211.geolexica.org/api/concepts#area_recording,registro de área,area recording
https://isotc211.geolexica.org/api/concepts#complex_image,imagen compleja,complex image
https://isotc211.geolexica.org/api/concepts#depression_angle,ángulo de depresión,depression angle
https://isotc211.geolexica.org/api/concepts#draught,calado,draught
https://isotc211.geolexica.org/api/concepts#first_return,primer retorno,first return
https://isotc211.geolexica.org/api/concepts#frame_LIDAR,frame  (LIDAR),frame (LIDAR)
https://isotc211.geolexica.org/api/concepts#geiger_mode,modo geiger,geiger mode
https://isotc211.geolexica.org/api/concepts#hydrophone_SONAR,hidrófono (SONAR),hydrophone (SONAR)
https://isotc211.geolexica.org/api/concepts#heave,cabeceo,heave
https://isotc211.geolexica.org/api/concepts#hydrographic_swath_SONAR,franja hidrográfica (SONAR),hydrographic swath (SONAR)
https://isotc211.geolexica.org/api/concepts#image_coordinates,coordenadas de imagen,image coordinates
https://isotc211.geolexica.org/api/concepts#instantaneous_field_view,campo instantáneo de visión,instantaneous field of view
https://isotc211.geolexica.org/api/concepts#intensity,intensidad,intensity
https://isotc211.geolexica.org/api/concepts#last_return,último retorno,last return
https://isotc211.geolexica.org/api/concepts#light_detection_ranging,light detection and ranging,light detection and ranging
https://isotc211.geolexica.org/api/concepts#linear_mode,modo lineal,linear mode
https://isotc211.geolexica.org/api/concepts#look_angle,ángulo de visión,look angle
https://isotc211.geolexica.org/api/concepts#passive_SONAR,sonar pasivo,passive SONAR
https://isotc211.geolexica.org/api/concepts#phase_history_data,datos de la historia de fase,phase history data
https://isotc211.geolexica.org/api/concepts#platform_down_direction,dirección descendente de la plataforma,platform down direction
https://isotc211.geolexica.org/api/concepts#point_cloud,nube de puntos,point cloud
https://isotc211.geolexica.org/api/concepts#resolution_imagery,resolución de una imagen,resolution (of imagery)
https://isotc211.geolexica.org/api/concepts#return_LIDAR,retorno (LIDAR),return (LIDAR)
https://isotc211.geolexica.org/api/concepts#scan,barrido+B260,scan
https://isotc211.geolexica.org/api/concepts#sidescan_SONAR,barrido lateral sonar,sidescan SONAR
https://isotc211.geolexica.org/api/concepts#single_beam_SONAR,sónar de haz único,single beam SONAR
https://isotc211.geolexica.org/api/concepts#SONAR_processing_system,sistema de procesamiento sonar,SONAR processing system
https://isotc211.geolexica.org/api/concepts#squat,asentamiento,squat
https://isotc211.geolexica.org/api/concepts#stare,stare,stare
https://isotc211.geolexica.org/api/concepts#swath_LIDAR,franja de barrido (LIDAR),swath (LIDAR)
https://isotc211.geolexica.org/api/concepts#sweep_SONAR,rastreo sonar,sweep SONAR
https://isotc211.geolexica.org/api/concepts#swipe,pasada,swipe
https://isotc211.geolexica.org/api/concepts#transducer,transductor,transducer
https://isotc211.geolexica.org/api/concepts#transmitter,transmisor,transmitter
https://isotc211.geolexica.org/api/concepts#topographic_LIDAR,lidar topográfico,topographic LIDAR
https://isotc211.geolexica.org/api/concepts#velocity_vector_Radar,vector velocidad (Radar),velocity vector (Radar)
https://isotc211.geolexica.org/api/concepts#video_phase_history_data,datos de la historia de video fase,video phase history data
https://isotc211.geolexica.org/api/concepts#e_government,gobierno electrónico,e-government
https://isotc211.geolexica.org/api/concepts#feature_instance,instancia de objeto geográfico,feature instance
https://isotc211.geolexica.org/api/concepts#reference_model,modelo de referencia,reference model
https://isotc211.geolexica.org/api/concepts#Web,web,Web
https://isotc211.geolexica.org/api/concepts#Web_service,servicio web,Web service
https://isotc211.geolexica.org/api/concepts#physiognomy,fisonomía,physiognomy
https://isotc211.geolexica.org/api/concepts#ex_situ,ex situ,ex-situ
https://isotc211.geolexica.org/api/concepts#observation,observación,observation
https://isotc211.geolexica.org/api/concepts#sampling_feature,entidad de muestreo,sampling feature
https://isotc211.geolexica.org/api/concepts#calibration_curve,curva de calibración,calibration curve
https://isotc211.geolexica.org/api/concepts#correction,corrección,correction
https://isotc211.geolexica.org/api/concepts#dark_current,corriente oscura,dark current
https://isotc211.geolexica.org/api/concepts#dark_current_noise,ruido de corriente oscura,dark current noise
https://isotc211.geolexica.org/api/concepts#dark_signal_non_uniformity,señal oscura no uniforme,dark signal non uniformity
https://isotc211.geolexica.org/api/concepts#error_meas,error,error
https://isotc211.geolexica.org/api/concepts#error_of_measurement,error de medición,error of measurement
https://isotc211.geolexica.org/api/concepts#in_situ_measurement,medida in situ,in situ measurement
https://isotc211.geolexica.org/api/concepts#irradiance,irradiancia,irradiance
https://isotc211.geolexica.org/api/concepts#keystone_effect,efecto trapezoidal,keystone effect
https://isotc211.geolexica.org/api/concepts#measurement_error,error de una medición,measurement error
https://isotc211.geolexica.org/api/concepts#measurement_precision,precisión de una medición,measurement precision
https://isotc211.geolexica.org/api/concepts#metrological_traceability_chain,cadena de trazabilidad metrológica,metrological traceability chain
https://isotc211.geolexica.org/api/concepts#noise,ruido,noise
https://isotc211.geolexica.org/api/concepts#pixel_resp_non_uniform,respuesta no uniforme del pixel,pixel response non-uniformity
https://isotc211.geolexica.org/api/concepts#point_spread_function,función de dispersión puntual,point-spread function
https://isotc211.geolexica.org/api/concepts#quantity,cantidad,quantity
https://isotc211.geolexica.org/api/concepts#reference_standard,norma de referencia,reference standard
https://isotc211.geolexica.org/api/concepts#standardization,estandarización,standardization
https://isotc211.geolexica.org/api/concepts#traceability_chain,cadena de trazabilidad,traceability chain
https://isotc211.geolexica.org/api/concepts#verification,verificación,verification
https://isotc211.geolexica.org/api/concepts#vicarious_calibration,calibración vicaria,vicarious calibration
https://isotc211.geolexica.org/api/concepts#accessibility,accesibilidad,accessibility
https://isotc211.geolexica.org/api/concepts#accessibility_information,información de accesibilidad,accessibility information
https://isotc211.geolexica.org/api/concepts#journey,trayecto,journey
https://isotc211.geolexica.org/api/concepts#journey_segment,segmento de trayecto,journey segment
https://isotc211.geolexica.org/api/concepts#trip,viaje,trip
https://isotc211.geolexica.org/api/concepts#transport_service,servicio de transporte,transport service
https://isotc211.geolexica.org/api/concepts#complex_symbol,símbolo complejo,complex symbol
https://isotc211.geolexica.org/api/concepts#compound_symbol,símbolo compuesto,compound symbol
https://isotc211.geolexica.org/api/concepts#deviation,desviación,deviation
https://isotc211.geolexica.org/api/concepts#facility,instalación,facility
https://isotc211.geolexica.org/api/concepts#knowledge,conocimiento,knowledge
https://isotc211.geolexica.org/api/concepts#address_component,componente de dirección,address component
https://isotc211.geolexica.org/api/concepts#parent_address,dirección padre,parent address
https://isotc211.geolexica.org/api/concepts#parent_address_object,objeto padre direccionable,parent addressable object
https://isotc211.geolexica.org/api/concepts#Diff_Glob_Nav_Sat_Sys,objeto padre direccionable,Differential Global Navigational Satellite System
https://isotc211.geolexica.org/api/concepts#Diff_Glob_Nav_Sat_Sys,Sistema Diferencial de Navegación Global por Satélite,Differential Global Navigational Satellite System
https://isotc211.geolexica.org/api/concepts#field_regard,campo de observación,field of regard
https://isotc211.geolexica.org/api/concepts#multibeam_SONAR,sonar multihaz,multibeam SONAR
https://isotc211.geolexica.org/api/concepts#multiple_returns,retornos múltiples,multiple returns
https://isotc211.geolexica.org/api/concepts#pulse_repetition_frequency,frecuencia de repetición de pulsos,pulse repetition frequency
https://isotc211.geolexica.org/api/concepts#range_SAR,alcance (SAR),range (SAR)
https://isotc211.geolexica.org/api/concepts#receiver,receptor,receiver
https://isotc211.geolexica.org/api/concepts#settlement,asiento debido al movimiento del buque,settlement
https://isotc211.geolexica.org/api/concepts#Sound_Nav_Ranging,Sound Navigation And Ranging,Sound Navigation And Ranging
https://isotc211.geolexica.org/api/concepts#basic_admin_unit,unidad básica administrativa,basic administrative unit
https://isotc211.geolexica.org/api/concepts#group_party,parte colectiva,group party
https://isotc211.geolexica.org/api/concepts#level,nivel,level
https://isotc211.geolexica.org/api/concepts#restriction,restricción,restriction
https://isotc211.geolexica.org/api/concepts#source,fuente,source
https://isotc211.geolexica.org/api/concepts#utility_network,red de servicios,utility network
https://isotc211.geolexica.org/api/concepts#supersession_register,reemplazo  (registro),supersession (register)
https://isotc211.geolexica.org/api/concepts#quality_assessment_procedure,procedimiento de determinación de la calidad,quality assessment procedure
https://isotc211.geolexica.org/api/concepts#quality_assessment_result,resultado de una determinación de la calidad,quality assessment result
https://isotc211.geolexica.org/api/concepts#quality_assurance_level,nivel de aseguramiento de la calidad,quality assurance level
https://isotc211.geolexica.org/api/concepts#annotation_OWL,anotación (OWL),annotation (OWL)
https://isotc211.geolexica.org/api/concepts#annotation_property_OWL,propiedad anotación (OWL),annotation property (OWL)
https://isotc211.geolexica.org/api/concepts#class_OWL,clase (OWL),class (OWL)
https://isotc211.geolexica.org/api/concepts#data_property_OWL,propiedad de los datos (OWL),data property (OWL)
https://isotc211.geolexica.org/api/concepts#datatype_OWL,tipo de datos (OWL),datatype (OWL)
https://isotc211.geolexica.org/api/concepts#individual,individuo,individual
https://isotc211.geolexica.org/api/concepts#localName,nombre local,localName
https://isotc211.geolexica.org/api/concepts#namespace_general,espacio de nombres (general),namespace (general)
https://isotc211.geolexica.org/api/concepts#namespace_RDF,espacio de nombres (RDF),namespace (RDF)
https://isotc211.geolexica.org/api/concepts#object_property_OWL,propiedad de objeto (OWL),object property (OWL)
https://isotc211.geolexica.org/api/concepts#property_restriction_OWL,propiedad restricción (OWL),property restriction (OWL)
https://isotc211.geolexica.org/api/concepts#qualified_cardinality_OWL,cardinalidad calificada (OWL),qualified cardinality (OWL)
https://isotc211.geolexica.org/api/concepts#source_document,documento fuente,source document
https://isotc211.geolexica.org/api/concepts#unqual_cardinal_OWL,cardinalidad no calificada (OWL),unqualified cardinality (OWL)
https://isotc211.geolexica.org/api/concepts#context,contexto,context
https://isotc211.geolexica.org/api/concepts#geographic_context_aware,conocimiento del contexto geográfico,geographic context awareness
https://isotc211.geolexica.org/api/concepts#universal_representation,representación universal,universal representation
https://isotc211.geolexica.org/api/concepts#accuracy_of_measurement,exactitud de una medición,accuracy of measurement
https://isotc211.geolexica.org/api/concepts#blooming,floración (blooming),blooming
https://isotc211.geolexica.org/api/concepts#calibration_validation,validación de la calibración,calibration validation
https://isotc211.geolexica.org/api/concepts#measurement_accuracy,exactitud de una medición,measurement accuracy
https://isotc211.geolexica.org/api/concepts#spectral_responsivity,respuesta espectral,spectral responsivity
https://isotc211.geolexica.org/api/concepts#stray_light,luz parásita,stray light
https://isotc211.geolexica.org/api/concepts#smile_distortion,distorsión sonrisa,smile distortion
https://isotc211.geolexica.org/api/concepts#classifier_UML,clasificador (UML),classifier (UML)
https://isotc211.geolexica.org/api/concepts#feature_UML,característica (UML),feature (UML)
https://isotc211.geolexica.org/api/concepts#generalization_UML,generalización (UML),generalization (UML)
https://isotc211.geolexica.org/api/concepts#instance_UML,instancia (UML),instance (UML)
https://isotc211.geolexica.org/api/concepts#interface_UML,interfaz (UML),interface (UML)
https://isotc211.geolexica.org/api/concepts#operation_UML,operación (UML),operation (UML)
https://isotc211.geolexica.org/api/concepts#access_point,punto de acceso,access point
https://isotc211.geolexica.org/api/concepts#transfer_link,enlace de transbordo,transfer link
https://isotc211.geolexica.org/api/concepts#transport_network,red de transporte,transport network
https://isotc211.geolexica.org/api/concepts#concept_field,campo de conceptos,concept field
https://isotc211.geolexica.org/api/concepts#subject_field,campo temático,subject field
https://isotc211.geolexica.org/api/concepts#address_position,posición de una dirección,address position
https://isotc211.geolexica.org/api/concepts#child_address,dirección hija,child address
https://isotc211.geolexica.org/api/concepts#child_address_object,objeto direccionable hijo,child addressable object
https://isotc211.geolexica.org/api/concepts#invalidation_register,invalidación (registro),invalidation (register)
https://isotc211.geolexica.org/api/concepts#ambient_intelligence,entorno inteligente,ambient intelligence
https://isotc211.geolexica.org/api/concepts#context_awareness,conocimiento del contexto,context-awareness
https://isotc211.geolexica.org/api/concepts#seamless_mobility,movilidad continua,seamless mobility
https://isotc211.geolexica.org/api/concepts#ubiquitous_public_access,acceso público ubicuo,ubiquitous public access
https://isotc211.geolexica.org/api/concepts#ubiquitous_geographic_info,información geográfica ubicua,ubiquitous geographic information
https://isotc211.geolexica.org/api/concepts#literal,valor literal,literal
https://isotc211.geolexica.org/api/concepts#citation,cita,citation
https://isotc211.geolexica.org/api/concepts#lineage,linaje,lineage
https://isotc211.geolexica.org/api/concepts#application_ontology,ontología de aplicación,application ontology
https://isotc211.geolexica.org/api/concepts#linked_geodata,geodatos enlazados,linked geodata
https://isotc211.geolexica.org/api/concepts#public_access,acceso público,public access
https://isotc211.geolexica.org/api/concepts#address_class,clase de dirección,address class
https://isotc211.geolexica.org/api/concepts#address_reference_system,sistema de referencia de direcciones,address reference system
https://isotc211.geolexica.org/api/concepts#bearing,rumbo,bearing
https://isotc211.geolexica.org/api/concepts#Carte_coord_sys,Sistema de Coordenadas Cartesianas,Cartesian coordinate system
https://isotc211.geolexica.org/api/concepts#spheroid_closed,esferoide,spheroid
https://isotc211.geolexica.org/api/concepts#white_space,espacio en blanco,white space
https://isotc211.geolexica.org/api/concepts#simple_register,registro simple,simple register
https://isotc211.geolexica.org/api/concepts#geographic_coordinates,coordenadas geográficas,geographic coordinates
https://isotc211.geolexica.org/api/concepts#lidar,lidar,lidar
https://isotc211.geolexica.org/api/concepts#SONAR,sónar,SONAR
https://isotc211.geolexica.org/api/concepts#module,módulo,module
https://isotc211.geolexica.org/api/concepts#capability,capacidad,capability
https://isotc211.geolexica.org/api/concepts#real_world_effect,efecto en el mundo real,real world effect
https://isotc211.geolexica.org/api/concepts#data_category,categoría de datos,data category
https://isotc211.geolexica.org/api/concepts#homograph,homógrafa,homograph
https://isotc211.geolexica.org/api/concepts#homophone,homófona,homophone
https://isotc211.geolexica.org/api/concepts#non_verbal_representation,representación no verbal,non-verbal representation
https://isotc211.geolexica.org/api/concepts#reference_environment,entorno de referencia,reference environment
https://isotc211.geolexica.org/api/concepts#reference_language,idioma de referencia,reference language
https://isotc211.geolexica.org/api/concepts#reference_language_subregister,subregistro del lenguaje de referencia,reference language subregister
https://isotc211.geolexica.org/api/concepts#submitted_language,idioma de presentación,submitted language
https://isotc211.geolexica.org/api/concepts#submitted_language_register,subregistro de idioma de presentación,submitted language register
https://isotc211.geolexica.org/api/concepts#term_entry_identifier,identificador de entrada terminológica,terminological entry identifier
https://isotc211.geolexica.org/api/concepts#terminology_register,registro terminológico,terminology register
https://isotc211.geolexica.org/api/concepts#address,dirección,address
https://isotc211.geolexica.org/api/concepts#addressable_object,objeto direccionable,addressable object
https://isotc211.geolexica.org/api/concepts#address_alias,alias de dirección,address alias
https://isotc211.geolexica.org/api/concepts#addressing,direccionamiento,addressing
https://isotc211.geolexica.org/api/concepts#free_text,texto libre,free text
https://isotc211.geolexica.org/api/concepts#Place_Id_link,enlace de Identificadores de Lugar (PI),Place Identifier (PI) link
https://isotc211.geolexica.org/api/concepts#Place_Id_link_mechanism,mecanismo de enlace de Identificadores de Lugar (PI),Place Identifier (PI) linking mechanism
https://isotc211.geolexica.org/api/concepts#fused_image,imagen fusionada,fused image
https://isotc211.geolexica.org/api/concepts#ungeoreferenced_grid,malla sin georreferenciar,ungeoreferenced grid
https://isotc211.geolexica.org/api/concepts#absolute_accuracy,exactitud absoluta,absolute accuracy
https://isotc211.geolexica.org/api/concepts#bare_earth_elevation,elevación del terreno desnudo,bare earth elevation
https://isotc211.geolexica.org/api/concepts#boresight,calibración IMU-GNSS,boresight
https://isotc211.geolexica.org/api/concepts#breakline,línea de quiebre,breakline
https://isotc211.geolexica.org/api/concepts#check_point,punto de chequeo,check point
https://isotc211.geolexica.org/api/concepts#checkpoint,punto de chequeo,checkpoint
https://isotc211.geolexica.org/api/concepts#digital_surface_model,modelo digital de superficie,digital surface model
https://isotc211.geolexica.org/api/concepts#digital_terrain_model,modelo digital del terreno,digital terrain model
https://isotc211.geolexica.org/api/concepts#horizontal_accuracy,exactitud horizontal,horizontal accuracy
https://isotc211.geolexica.org/api/concepts#lever_arm,vector de desplazamiento,lever arm
https://isotc211.geolexica.org/api/concepts#nadir,nadir,nadir
https://isotc211.geolexica.org/api/concepts#relative_accuracy,exactitud relativa,relative accuracy
https://isotc211.geolexica.org/api/concepts#strip_adjustment,ajuste de franja,strip adjustment
https://isotc211.geolexica.org/api/concepts#vertical_accuracy,exactitud vertical,vertical accuracy
https://isotc211.geolexica.org/api/concepts#entity,entidad,entity
https://isotc211.geolexica.org/api/concepts#looks,vistas,looks
https://isotc211.geolexica.org/api/concepts#thematic_data,datos temáticos,thematic data
https://isotc211.geolexica.org/api/concepts#stop_point,punto de parada,stop point
https://isotc211.geolexica.org/api/concepts#transfer,transbordo,transfer
https://isotc211.geolexica.org/api/concepts#transfer_node,nodo de transbordo,transfer node
https://isotc211.geolexica.org/api/concepts#transport_means,medio de transporte,transport means
https://isotc211.geolexica.org/api/concepts#transport_mode,modo de transporte,transport mode
https://isotc211.geolexica.org/api/concepts#trip_pattern,ruta de viaje,trip pattern
https://isotc211.geolexica.org/api/concepts#binding,vínculo,binding
https://isotc211.geolexica.org/api/concepts#georeferenceable,georreferenciable,georeferenceable
https://isotc211.geolexica.org/api/concepts#internal_accuracy,exactitud interna,internal accuracy
https://isotc211.geolexica.org/api/concepts#swath,franja de barrido,swath
https://isotc211.geolexica.org/api/concepts#signature,signatura,signature
https://isotc211.geolexica.org/api/concepts#access_software,software de acceso,access software
