concept,prefLabel,label
https://isotc211.geolexica.org/api/concepts#term_instance_classification,clasificación de instancias de términos,term instance classification
https://isotc211.geolexica.org/api/concepts#terminological_record,registro terminológico,terminological record
https://isotc211.geolexica.org/api/concepts#tessellation,mosaico,tessellation
https://isotc211.geolexica.org/api/concepts#testing_laboratory,laboratorio de prueba,testing laboratory
https://isotc211.geolexica.org/api/concepts#Thiessen_polygon,polígono de Thiessen,Thiessen polygon
https://isotc211.geolexica.org/api/concepts#topological_boundary,frontera topológica,topological boundary
https://isotc211.geolexica.org/api/concepts#topological_complex,complejo topológico,topological complex
https://isotc211.geolexica.org/api/concepts#topological_dimension,dimensión topológica,topological dimension
https://isotc211.geolexica.org/api/concepts#topological_expression,expresión topologica,topological expression
https://isotc211.geolexica.org/api/concepts#topological_object,objeto topológico,topological object
https://isotc211.geolexica.org/api/concepts#topological_primitive,primitiva topológica,topological primitive
https://isotc211.geolexica.org/api/concepts#topological_solid,sólido topológico,topological solid
https://isotc211.geolexica.org/api/concepts#tracking,rastreo,tracking
https://isotc211.geolexica.org/api/concepts#transaction_time,tiempo de transacción,transaction time
https://isotc211.geolexica.org/api/concepts#transfer_protocol,protocolo de transferencia,transfer protocol
https://isotc211.geolexica.org/api/concepts#traversable,transitable,traversable
https://isotc211.geolexica.org/api/concepts#traversal_order,orden de recorrido,traversal order
https://isotc211.geolexica.org/api/concepts#triangulated_irregular_network,red irregular triangulada,triangulated irregular network
https://isotc211.geolexica.org/api/concepts#tuple,tupla,tuple
https://isotc211.geolexica.org/api/concepts#turn,giro,turn
https://isotc211.geolexica.org/api/concepts#uncertainty,incertidumbre,uncertainty
https://isotc211.geolexica.org/api/concepts#Uniform_Resource_Identifier,identificador uniforme de recursos,Uniform Resource Identifier
https://isotc211.geolexica.org/api/concepts#unit_of_measure,unidad de medida,unit of measure
https://isotc211.geolexica.org/api/concepts#universal_face,cara universal,universal face
https://isotc211.geolexica.org/api/concepts#universal_solid,sólido universal,universal solid
https://isotc211.geolexica.org/api/concepts#universe_of_discourse,universo de discurso,universe of discourse
https://isotc211.geolexica.org/api/concepts#valid_time,tiempo válido,valid time
https://isotc211.geolexica.org/api/concepts#valueUML,valor (UML),value (UML)
https://isotc211.geolexica.org/api/concepts#value_domain,dominio de valores,value domain
https://isotc211.geolexica.org/api/concepts#vector,vector,vector
https://isotc211.geolexica.org/api/concepts#vector_geometry,geometría vectorial,vector geometry
https://isotc211.geolexica.org/api/concepts#vehicle_classification,clasificación del vehículo,vehicle classification
https://isotc211.geolexica.org/api/concepts#verification_test,prueba de verificación,verification test
https://isotc211.geolexica.org/api/concepts#viewpoint_system,punto de vista (de un sistema),viewpoint (on a system)
https://isotc211.geolexica.org/api/concepts#waypoint,punto de camino,waypoint
https://isotc211.geolexica.org/api/concepts#workflow,flujo de trabajo,workflow
https://isotc211.geolexica.org/api/concepts#local_datum,datum local,local datum
https://isotc211.geolexica.org/api/concepts#ellipsoid_coord_system,sistema de coordenadas elipsoidales,ellipsoidal coordinate system
https://isotc211.geolexica.org/api/concepts#ellipsoid_latitude,latitud elipsoidal,ellipsoidal latitude
https://isotc211.geolexica.org/api/concepts#ellipsoid_longitude,longitud elipsoidal,ellipsoidal longitude
https://isotc211.geolexica.org/api/concepts#zero_meridian,meridiano cero,zero meridian
https://isotc211.geolexica.org/api/concepts#clarification,aclaración,clarification
https://isotc211.geolexica.org/api/concepts#locale,escenario,locale
https://isotc211.geolexica.org/api/concepts#register_manager,administrador del registro,register manager
https://isotc211.geolexica.org/api/concepts#retirement,retirada,retirement
https://isotc211.geolexica.org/api/concepts#supersession,reemplazo,supersession
https://isotc211.geolexica.org/api/concepts#object_point,punto objeto,object point
https://isotc211.geolexica.org/api/concepts#objective,objetivo,objective
https://isotc211.geolexica.org/api/concepts#principal_point_symmetry,punto principal de mejor simetría,principal point of best symmetry
https://isotc211.geolexica.org/api/concepts#attributeXML,atributo (XML),attribute (XML)
https://isotc211.geolexica.org/api/concepts#propertyGML,propiedad (GML),property (GML)
https://isotc211.geolexica.org/api/concepts#principal_register,registro principal,principal register
https://isotc211.geolexica.org/api/concepts#image,imagen,image
https://isotc211.geolexica.org/api/concepts#knowledge_base,base de conocimiento,knowledge base
https://isotc211.geolexica.org/api/concepts#measurand,mensurando,measurand
https://isotc211.geolexica.org/api/concepts#measurement,medición,measurement
https://isotc211.geolexica.org/api/concepts#radiant_energy,energia radiante,radiant energy
https://isotc211.geolexica.org/api/concepts#affine_coordinate_system,sistema afín de coordenadas,affine coordinate system
https://isotc211.geolexica.org/api/concepts#concatenated_operation,operación concatenada,concatenated operation
https://isotc211.geolexica.org/api/concepts#cylind_coord_system,sistema de coordenadas cilíndricas,cylindrical coordinate system
https://isotc211.geolexica.org/api/concepts#depth,profundidad,depth
https://isotc211.geolexica.org/api/concepts#height,altura,height
https://isotc211.geolexica.org/api/concepts#linear_coord_system,sistema de coordenadas lineal,linear coordinate system
https://isotc211.geolexica.org/api/concepts#map_projection,proyección cartográfica,map projection
https://isotc211.geolexica.org/api/concepts#pixel,píxel,pixel
https://isotc211.geolexica.org/api/concepts#polar_coord_system,sistema de coordenadas polares,polar coordinate system
https://isotc211.geolexica.org/api/concepts#semi_major_axis,semieje mayor,semi-major axis
https://isotc211.geolexica.org/api/concepts#semi_minor_axis,semieje menor,semi-minor axis
https://isotc211.geolexica.org/api/concepts#unit,unidad,unit
https://isotc211.geolexica.org/api/concepts#vertical_datum,datum vertical,vertical datum
https://isotc211.geolexica.org/api/concepts#transportation_mode,modo de transporte,transportation mode
https://isotc211.geolexica.org/api/concepts#data_quality_basic_measure,medida básica de calidad de datos,data quality basic measure
https://isotc211.geolexica.org/api/concepts#resolution_sensor,resolución (de un sensor),resolution (of a sensor)
https://isotc211.geolexica.org/api/concepts#scene,escena,scene
https://isotc211.geolexica.org/api/concepts#foliation,foliación,foliation
https://isotc211.geolexica.org/api/concepts#leaf_one_parameter,hoja (conjunto de geometrías de un parámetro),leaf (one parameter set of geometries)
https://isotc211.geolexica.org/api/concepts#one_param_set_geom,conjunto de geometrías de un parámetro,one parameter set of geometries
https://isotc211.geolexica.org/api/concepts#prism_one_param_set_geom,prisma (conjunto de geometrías de un parámetro),prism (one parameter set of geometries)
https://isotc211.geolexica.org/api/concepts#trajectory,trayectoria,trajectory
https://isotc211.geolexica.org/api/concepts#active_object,objeto activo,active object
https://isotc211.geolexica.org/api/concepts#basic_service,servicio básico,basic service
https://isotc211.geolexica.org/api/concepts#continuous_change,cambio continuo,continuous change
https://isotc211.geolexica.org/api/concepts#coupling,acoplamiento,coupling
https://isotc211.geolexica.org/api/concepts#digital_item,ítem digital,digital item
https://isotc211.geolexica.org/api/concepts#discrete_change,cambio discreto,discrete change
https://isotc211.geolexica.org/api/concepts#discrete_spatiotemp_object,objeto espacio-temporal discreto,discrete spatiotemporal object
https://isotc211.geolexica.org/api/concepts#distance_measure,medida de distancia,distance measure
https://isotc211.geolexica.org/api/concepts#distance_metric,métrica de distancia,distance metric
https://isotc211.geolexica.org/api/concepts#identity,identidad,identity
https://isotc211.geolexica.org/api/concepts#integration,integración,integration
https://isotc211.geolexica.org/api/concepts#interoperate,interoperar,interoperate
https://isotc211.geolexica.org/api/concepts#license,licencia,license
https://isotc211.geolexica.org/api/concepts#loosely_coupled_interface,interfaz débilmente acoplada,loosely coupled interface
https://isotc211.geolexica.org/api/concepts#passive_object,objeto pasivo,passive object
https://isotc211.geolexica.org/api/concepts#passive_tracking,seguimiento pasivo,passive tracking
https://isotc211.geolexica.org/api/concepts#resourceICT,recurso (TIC),resource (ICT)
https://isotc211.geolexica.org/api/concepts#right,derecho,right
https://isotc211.geolexica.org/api/concepts#rights_management,gestión de derechos,rights management
https://isotc211.geolexica.org/api/concepts#service_broker,intermediario de servicios,service broker
https://isotc211.geolexica.org/api/concepts#service_oriented_architecture,arquitectura orientada a servicios,service oriented architecture
https://isotc211.geolexica.org/api/concepts#spacestamp,estampa espacial,spacestamp
https://isotc211.geolexica.org/api/concepts#state_of_object,estado,state (of an object)
https://isotc211.geolexica.org/api/concepts#target,objetivo,target
https://isotc211.geolexica.org/api/concepts#temporal_sequence,secuencia temporal,temporal sequence
https://isotc211.geolexica.org/api/concepts#timestamp,estampa temporal,timestamp
https://isotc211.geolexica.org/api/concepts#tracking_device,dispositivo de rastreo,tracking device
https://isotc211.geolexica.org/api/concepts#user,usuario,user
https://isotc211.geolexica.org/api/concepts#child_element_XML,elemento hijo (XML);,child element (XML);
https://isotc211.geolexica.org/api/concepts#observable_type,tipo observable,observable type
https://isotc211.geolexica.org/api/concepts#polygon,polígono,polygon
https://isotc211.geolexica.org/api/concepts#range,rango,range
https://isotc211.geolexica.org/api/concepts#schema_document_XML_Schema,documentación de esquema (XML Schema),schema document (XML Schema)
https://isotc211.geolexica.org/api/concepts#schema_XML_Schema,esquema (XML Schema),schema (XML Schema)
https://isotc211.geolexica.org/api/concepts#UML_application_schema,esquema de aplicación UML,UML application schema
https://isotc211.geolexica.org/api/concepts#compound_coord_ref_system,sistema de referencia de coordenadas compuesto,compound coordinate reference system
https://isotc211.geolexica.org/api/concepts#coord_ref_system,sistema de referencia de coordenadas,coordinate reference system
https://isotc211.geolexica.org/api/concepts#datum,datum,datum
https://isotc211.geolexica.org/api/concepts#engin_coord_ref_system,sistema de referencia de coordenadas para ingeniería,engineering coordinate reference system
https://isotc211.geolexica.org/api/concepts#geodetic_coord_ref_system,sistema de referencia de coordenadas geodésico,geodetic coordinate reference system
https://isotc211.geolexica.org/api/concepts#geodetic_datum,datum geodésico,geodetic datum
https://isotc211.geolexica.org/api/concepts#image_coord_ref_system,sistema de referencia de coordenadas de imagen,image coordinate reference system
https://isotc211.geolexica.org/api/concepts#image_datum,datum de imagen,image datum
https://isotc211.geolexica.org/api/concepts#meridian,meridiano,meridian
https://isotc211.geolexica.org/api/concepts#spherical_coord_system,sistema de coordenadas esféricas,spherical coordinate system
https://isotc211.geolexica.org/api/concepts#vertical_coord_ref_system,sistema de referencia de coordenadas vertical,vertical coordinate reference system
https://isotc211.geolexica.org/api/concepts#vertical_coord_system,sistema de coordenadas vertical,vertical coordinate system
https://isotc211.geolexica.org/api/concepts#base_rep_moving_features,representación base (objetos geográficos móviles),base representation (moving features)
https://isotc211.geolexica.org/api/concepts#sensor_model,modelo de sensor,sensor model
https://isotc211.geolexica.org/api/concepts#componentUML,componente (UML),component (UML)
https://isotc211.geolexica.org/api/concepts#compositionUML,composición (UML),composition (UML)
https://isotc211.geolexica.org/api/concepts#generalizationUML,generalización (UML),generalization (UML)
https://isotc211.geolexica.org/api/concepts#instanceUML,instancia (UML),instance (UML)
https://isotc211.geolexica.org/api/concepts#typeUML,tipo (UML),type (UML)
https://isotc211.geolexica.org/api/concepts#coordinate_set,conjunto de coordenadas,coordinate set
https://isotc211.geolexica.org/api/concepts#constraint,restricción,constraint
https://isotc211.geolexica.org/api/concepts#coordinate_tuple,tupla de coordenadas,coordinate tuple
https://isotc211.geolexica.org/api/concepts#correctness,corrección,correctness
https://isotc211.geolexica.org/api/concepts#error,error,error
https://isotc211.geolexica.org/api/concepts#navigation_constraint,restricción de navegación,navigation constraint
https://isotc211.geolexica.org/api/concepts#traveller,viajero,traveller
https://isotc211.geolexica.org/api/concepts#vehicle,vehículo,vehicle
https://isotc211.geolexica.org/api/concepts#version_temporal,versión (temporal),version (temporal)
https://isotc211.geolexica.org/api/concepts#design_coord_ref_system,sistema de referencia de coordenadas de diseño,design coordinate reference system
https://isotc211.geolexica.org/api/concepts#graphical_language,lenguaje gráfico,graphical language
https://isotc211.geolexica.org/api/concepts#graph,grafo,graph
https://isotc211.geolexica.org/api/concepts#geometry_value_object,objeto valor geométrico,geometry value object
https://isotc211.geolexica.org/api/concepts#geometry_value_pair,par de valores geométricos,geometry value pair
https://isotc211.geolexica.org/api/concepts#coordinate_conversion,conversión de coordenadas,coordinate conversion
https://isotc211.geolexica.org/api/concepts#coordinate_transformation,transformación de coordenadas,coordinate transformation
https://isotc211.geolexica.org/api/concepts#geoid,geoide,geoid
https://isotc211.geolexica.org/api/concepts#projected_coord_ref_system,sistema de referencia de coordenadas proyectadas,projected coordinate reference system
https://isotc211.geolexica.org/api/concepts#feature_reference,referencia a objeto geográfico,feature reference
https://isotc211.geolexica.org/api/concepts#traversalXML,enlazado (XML),traversal (XML)
https://isotc211.geolexica.org/api/concepts#digital_elevation_model,modelo digital de elevación,digital elevation model
https://isotc211.geolexica.org/api/concepts#digital_number,número digital,digital number
https://isotc211.geolexica.org/api/concepts#geographic_imagery,producción de imágenes geográficas,geographic imagery
https://isotc211.geolexica.org/api/concepts#geographic_imagery_scene,escena de imágenes geográficas,geographic imagery scene
https://isotc211.geolexica.org/api/concepts#metric_traceability,trazabilidad métrica,metric traceability
https://isotc211.geolexica.org/api/concepts#orthoimage,ortoimagen,orthoimage
https://isotc211.geolexica.org/api/concepts#transfer_unit,unidad de transferencia,transfer unit
https://isotc211.geolexica.org/api/concepts#identifier,identificador,identifier
https://isotc211.geolexica.org/api/concepts#predicate,predicado,predicate
https://isotc211.geolexica.org/api/concepts#predicate_expression,expresión de predicado,predicate expression
https://isotc211.geolexica.org/api/concepts#property,propiedad,property
https://isotc211.geolexica.org/api/concepts#classification_system,sistema de clasificación,classification system
https://isotc211.geolexica.org/api/concepts#legend,leyenda,legend
https://isotc211.geolexica.org/api/concepts#a_posteriori_classification,clasificación a posteriori,a posteriori classification
https://isotc211.geolexica.org/api/concepts#a_priori_classification,clasificación a priori,a priori classification
https://isotc211.geolexica.org/api/concepts#land_cover,cubierta terrestre,land cover
https://isotc211.geolexica.org/api/concepts#GML_document,documento GML,GML document
https://isotc211.geolexica.org/api/concepts#GML_profile,perfil GML,GML profile
https://isotc211.geolexica.org/api/concepts#GML_schema,esquema GML,GML schema
https://isotc211.geolexica.org/api/concepts#platform,plataforma,platform
https://isotc211.geolexica.org/api/concepts#polarization,polarización,polarization
https://isotc211.geolexica.org/api/concepts#spectral_resolution,resolución espectral,spectral resolution
https://isotc211.geolexica.org/api/concepts#namespace,espacio de nombres,namespace
https://isotc211.geolexica.org/api/concepts#realization,realización,realization
https://isotc211.geolexica.org/api/concepts#polymorphism,polimorfismo,polymorphism
https://isotc211.geolexica.org/api/concepts#parametric_coord_system,sistema de coordenadas paramétricas,parametric coordinate system
https://isotc211.geolexica.org/api/concepts#parametric_coord_ref_system,sistema de referencia de coordenadas paramétricas,parametric coordinate reference system
https://isotc211.geolexica.org/api/concepts#parametric_datum,datum paramétrico,parametric datum
https://isotc211.geolexica.org/api/concepts#spatio_param_coord_system,sistema de referencia de coordenadas espacio-paramétricas,spatio-parametric coordinate system
https://isotc211.geolexica.org/api/concepts#spatio_param_temp_coord_system,sistema de referencia de coordenadas espacio-paramétrico-temporales,spatio-parametric-temporal coordinate system
https://isotc211.geolexica.org/api/concepts#band,banda,band
https://isotc211.geolexica.org/api/concepts#calibration,calibración,calibration
https://isotc211.geolexica.org/api/concepts#classification,clasificación,classification
https://isotc211.geolexica.org/api/concepts#classified_object,objeto clasificado,classified object
https://isotc211.geolexica.org/api/concepts#classifier,clasificador,classifier
https://isotc211.geolexica.org/api/concepts#compound_registry,sistema de registro compuesto,compound registry
https://isotc211.geolexica.org/api/concepts#feature_association_concept,concepto de asociación de objetos geográficos,feature association concept
https://isotc211.geolexica.org/api/concepts#feature_attribute_concept,concepto de atributo de objeto geográfico,feature attribute concept
https://isotc211.geolexica.org/api/concepts#feature_catalogue,catálogo de objetos geográficos,feature catalogue
https://isotc211.geolexica.org/api/concepts#feature_concept,concepto de objeto geográfico,feature concept
https://isotc211.geolexica.org/api/concepts#feature_concept_dictionary,diccionario conceptual de objetos geográficos,feature concept dictionary
https://isotc211.geolexica.org/api/concepts#feature_operation_concept,concepto de operación de objeto geográfico,feature operation concept
https://isotc211.geolexica.org/api/concepts#hierarchical_register,registro jerárquico,hierarchical register
https://isotc211.geolexica.org/api/concepts#imagery,producción de imágenes,imagery
https://isotc211.geolexica.org/api/concepts#legend_class,clase de leyenda,legend class
https://isotc211.geolexica.org/api/concepts#measurable_quantity,cantidad mensurable,measurable quantity
https://isotc211.geolexica.org/api/concepts#nominal_value,valor nominal,nominal value
https://isotc211.geolexica.org/api/concepts#pass,pasada,pass
https://isotc211.geolexica.org/api/concepts#picture_original,original de imagen,picture original
https://isotc211.geolexica.org/api/concepts#picture_portrayal,representación de una imagen,picture portrayal
https://isotc211.geolexica.org/api/concepts#policy,política,policy
https://isotc211.geolexica.org/api/concepts#radiance,radiancia,radiance
https://isotc211.geolexica.org/api/concepts#validation,validación,validation
https://isotc211.geolexica.org/api/concepts#assoc_concept_system,sistema de concepto asociativo,associative concept system
https://isotc211.geolexica.org/api/concepts#broader_concept,concepto amplio,broader concept
https://isotc211.geolexica.org/api/concepts#characteristic,característica,characteristic
https://isotc211.geolexica.org/api/concepts#delimiting_characteristic,característica distintiva,delimiting characteristic
https://isotc211.geolexica.org/api/concepts#domain_general_vocab,dominio (vocabulario general),domain (general vocabulary)
https://isotc211.geolexica.org/api/concepts#domain_concept,concepto de un dominio,domain concept
https://isotc211.geolexica.org/api/concepts#essential_characteristic,característica esencial,essential characteristic
https://isotc211.geolexica.org/api/concepts#general_concept,concepto general,general concept
https://isotc211.geolexica.org/api/concepts#generic_concept,concepto genérico,generic concept
https://isotc211.geolexica.org/api/concepts#generic_concept_system,sistema de conceptos genéricos,generic concept system
https://isotc211.geolexica.org/api/concepts#generic_relation,relación genérica,generic relation
https://isotc211.geolexica.org/api/concepts#genus_species_relation,relación género-especie,genus-species relation
https://isotc211.geolexica.org/api/concepts#homonymy,homonimia,homonymy
https://isotc211.geolexica.org/api/concepts#intension,intensión,intension
https://isotc211.geolexica.org/api/concepts#monosemy,monosemia,monosemy
https://isotc211.geolexica.org/api/concepts#narrower_concept,concepto específico,narrower concept
https://isotc211.geolexica.org/api/concepts#partitive_relation,relación partitiva,partitive relation
https://isotc211.geolexica.org/api/concepts#part_whole_relation,relación parte-todo,part-whole relation
https://isotc211.geolexica.org/api/concepts#polysemy,polisemia,polysemy
https://isotc211.geolexica.org/api/concepts#superordinate_concept,concepto superordinado,superordinate concept
https://isotc211.geolexica.org/api/concepts#subordinate_concept,concepto subordinado,subordinate concept
https://isotc211.geolexica.org/api/concepts#synonymy,sinonimia,synonymy
https://isotc211.geolexica.org/api/concepts#system_concepts,sistema de conceptos,system of concepts
https://isotc211.geolexica.org/api/concepts#technical_dictionary,diccionario técnico,technical dictionary
https://isotc211.geolexica.org/api/concepts#terminological_data,información terminológica,terminological data
https://isotc211.geolexica.org/api/concepts#terminological_dictionary,diccionario terminológico,terminological data
https://isotc211.geolexica.org/api/concepts#terminological_entry,entrada terminológica,terminological entry
https://isotc211.geolexica.org/api/concepts#vocabulary,vocabulario,vocabulary
https://isotc211.geolexica.org/api/concepts#resolution_coordinate,resolución (coordenadas),resolution (coordinate)
https://isotc211.geolexica.org/api/concepts#sexagesimal_degree,grados sexagesimales,sexagesimal degree
https://isotc211.geolexica.org/api/concepts#concept_harmonization,armonización de conceptos,concept harmonization
https://isotc211.geolexica.org/api/concepts#designation,designación,designation
https://isotc211.geolexica.org/api/concepts#designator,designador,designator
https://isotc211.geolexica.org/api/concepts#extension,extensión,extension
https://isotc211.geolexica.org/api/concepts#language,lenguaje,language
https://isotc211.geolexica.org/api/concepts#term_record_identifier,identificador de registro terminológico,terminological record identifier
https://isotc211.geolexica.org/api/concepts#terminology_repository,repositorio de terminología,terminology repository
https://isotc211.geolexica.org/api/concepts#feature_inheritance,herencia de objetos geográficos,feature inheritance
https://isotc211.geolexica.org/api/concepts#feature_relationship,relación de objetos geográficos,feature relationship
https://isotc211.geolexica.org/api/concepts#data_compaction,compactación de datos,data compaction
https://isotc211.geolexica.org/api/concepts#matrix,matriz,matrix
https://isotc211.geolexica.org/api/concepts#UML_template,plantilla UML,UML template
https://isotc211.geolexica.org/api/concepts#adjustable_model_parameters,parámetros ajustables del modelo,adjustable model parameters
https://isotc211.geolexica.org/api/concepts#aperture_reference_point,punto de referencia de la apertura,aperture reference point
https://isotc211.geolexica.org/api/concepts#azimuth_resolution_SAR,resolución acimutal (SAR),azimuth resolution (SAR)
https://isotc211.geolexica.org/api/concepts#beam_width_SAR,ancho del haz (SAR),beam width (SAR)
https://isotc211.geolexica.org/api/concepts#calibrated_focal_length,distancia focal calibrada,calibrated focal length
https://isotc211.geolexica.org/api/concepts#Correspondence_Model,Modelo de Correspondencia,Correspondence Model
https://isotc211.geolexica.org/api/concepts#cross_track,perpendicular a la trayectoria,cross-track
https://isotc211.geolexica.org/api/concepts#fiducial_centre,centro fiducial,fiducial centre
https://isotc211.geolexica.org/api/concepts#frame_sensor,sensor matricial,frame sensor
https://isotc211.geolexica.org/api/concepts#geolocation_information,información de geolocalización,geolocation information
https://isotc211.geolexica.org/api/concepts#georeferencing,georreferenciación,georeferencing
https://isotc211.geolexica.org/api/concepts#grazing_angle_SAR,ángulo rasante (SAR),grazing angle (SAR)
https://isotc211.geolexica.org/api/concepts#ground_range_SAR,alcance terrestre (ground range) (SAR),ground range (SAR)
https://isotc211.geolexica.org/api/concepts#image_formation_SAR,formación de la imagen (SAR),image formation (SAR)
https://isotc211.geolexica.org/api/concepts#image_id_grnd_ctrl_point,punto de control terrestre identificable en la imagen,image-identifiable ground control point
https://isotc211.geolexica.org/api/concepts#image_plane,plano imagen,image plane
https://isotc211.geolexica.org/api/concepts#incident_angle,ángulo de incidencia,incident angle
https://isotc211.geolexica.org/api/concepts#layover,traslapo,layover
https://isotc211.geolexica.org/api/concepts#perspective_centre,centro de perspectiva,perspective centre
https://isotc211.geolexica.org/api/concepts#Physical_Sensor_Model,Modelo de Sensor Físico,Physical Sensor Model
https://isotc211.geolexica.org/api/concepts#pushbroom_sensor,sensor de barrido longitudinal (sensor pushbroom),pushbroom sensor
https://isotc211.geolexica.org/api/concepts#range_bin_SAR,perfiles de distancia (SAR),range bin (SAR)
https://isotc211.geolexica.org/api/concepts#scan_mode,modo escaneo (scan mode),scan mode
https://isotc211.geolexica.org/api/concepts#slant_plane_SAR,plano oblicuo (slant plane) (SAR),slant plane (SAR)
https://isotc211.geolexica.org/api/concepts#slant_range_direction_SAR,dirección de alcance oblicuo (slant range direction) (SAR),slant range direction (SAR)
https://isotc211.geolexica.org/api/concepts#spotlight_mode_SAR,modo irradiación (spotlight mode) (SAR),spotlight mode (SAR)
https://isotc211.geolexica.org/api/concepts#squint_angle_SAR,ángulo de desviación (SAR),squint angle (SAR)
https://isotc211.geolexica.org/api/concepts#True_Replacement_Model,Modelo de Reemplazo Verdadero,True Replacement Model
https://isotc211.geolexica.org/api/concepts#georectified,georrectificado,georectified
https://isotc211.geolexica.org/api/concepts#ground_control_point,punto de control en el terreno,ground control point
https://isotc211.geolexica.org/api/concepts#active_sensing_system,sistema activo de detección,active sensing system
https://isotc211.geolexica.org/api/concepts#along_track,dirección de la trayectoria,along-track
https://isotc211.geolexica.org/api/concepts#broadside_SAR,transversal (SAR),broadside (SAR)
https://isotc211.geolexica.org/api/concepts#Doppler_angle_SAR,ángulo Doppler (SAR),Doppler angle (SAR)
https://isotc211.geolexica.org/api/concepts#Doppler_shift,efecto Doppler,Doppler shift
https://isotc211.geolexica.org/api/concepts#fiducial_mark,marca fiducial,fiducial mark
https://isotc211.geolexica.org/api/concepts#geolocating,geolocalización,geolocating
https://isotc211.geolexica.org/api/concepts#geopositioning,geoposicionamiento,geopositioning
https://isotc211.geolexica.org/api/concepts#ground_ref_point,punto terrestre de referencia,ground reference point
https://isotc211.geolexica.org/api/concepts#ground_sampling_distance,distancia de muestreo en el terreno,ground sampling distance
https://isotc211.geolexica.org/api/concepts#image_distortion,distorsión de la imagen,image distortion
https://isotc211.geolexica.org/api/concepts#impulse_response,respuesta del impulso,impulse response
https://isotc211.geolexica.org/api/concepts#internal_coord_ref_system,sistema de referencia de coordenadas interno,internal coordinate reference system
https://isotc211.geolexica.org/api/concepts#passive_sensor,sensor pasivo,passive sensor
https://isotc211.geolexica.org/api/concepts#platform_coord_ref_system,sistema de referencia de coordenadas de la plataforma,platform coordinate reference system
https://isotc211.geolexica.org/api/concepts#principal_point_autocol,punto principal de autocolimación,principal point of autocollimation
https://isotc211.geolexica.org/api/concepts#projection_centre,centro de proyección,projection centre
https://isotc211.geolexica.org/api/concepts#range_direction_SAR,dirección de distancia (range direction) (SAR),range direction (SAR)
https://isotc211.geolexica.org/api/concepts#range_resolution,resolución de distancia (range resolucion) (SAR),range resolution
https://isotc211.geolexica.org/api/concepts#range_vector,vector distancia,range vector
https://isotc211.geolexica.org/api/concepts#ScanSAR_mode,modo escaneo SAR (ScanSAR mode) (SAR),ScanSAR mode
https://isotc211.geolexica.org/api/concepts#sensor_model_geopositioning,modelo de sensor (geoposicionamiento),sensor model (geopositioning)
https://isotc211.geolexica.org/api/concepts#feature_identifier,identificador de objeto geográfico,feature identifier
https://isotc211.geolexica.org/api/concepts#filter_capabilities_XML,capacidades de filtrado en XML,filter capabilities XML
https://isotc211.geolexica.org/api/concepts#filter_expression,expresión de filtrado,filter expression
https://isotc211.geolexica.org/api/concepts#filter_expression_processor,procesador de expresiones de filtrado,filter expression processor
https://isotc211.geolexica.org/api/concepts#identification_convention,convención de identificación,identification convention
https://isotc211.geolexica.org/api/concepts#land_use,uso del suelo,land use
https://isotc211.geolexica.org/api/concepts#literal_value,valor literal,literal value
https://isotc211.geolexica.org/api/concepts#relocate_reference,relocalizar (referencia),relocate (reference)
https://isotc211.geolexica.org/api/concepts#response_model,modelo de respuesta,response model
https://isotc211.geolexica.org/api/concepts#domain_feature,objeto geográfico de dominio,domain feature
https://isotc211.geolexica.org/api/concepts#grid_coord_system,sistema de coordenadas malla,grid coordinate system
https://isotc211.geolexica.org/api/concepts#linear_element,elemento lineal,linear element
https://isotc211.geolexica.org/api/concepts#linearly_located,localizado linealmente,linearly located
https://isotc211.geolexica.org/api/concepts#product,producto,product
https://isotc211.geolexica.org/api/concepts#sensor,sensor,sensor
https://isotc211.geolexica.org/api/concepts#sub_process,subproceso,sub-process
https://isotc211.geolexica.org/api/concepts#template_UML,plantilla (UML),template (UML)
https://isotc211.geolexica.org/api/concepts#data_compression,compresión de datos,data compression
https://isotc211.geolexica.org/api/concepts#detector,detector,detector
https://isotc211.geolexica.org/api/concepts#external_coord_ref_system,sistema de referencia de coordenadas externo,external coordinate reference system
https://isotc211.geolexica.org/api/concepts#gimbal,cardán,gimbal
https://isotc211.geolexica.org/api/concepts#gyroscope,giróscopo,gyroscope
https://isotc211.geolexica.org/api/concepts#Synthetic_Aperture_Radar,Radar de Apertura Sintética,Synthetic Aperture Radar
https://isotc211.geolexica.org/api/concepts#stripmap_mode_SAR,modo franja (stripmap mode) (SAR),stripmap mode (SAR)
https://isotc211.geolexica.org/api/concepts#whiskbroom_sensor,sensor de barrido transveral (sensor whiskbroom),whiskbroom sensor
https://isotc211.geolexica.org/api/concepts#association_UML,asociación (UML),association (UML)
https://isotc211.geolexica.org/api/concepts#component_UML,componente (UML),component (UML)
https://isotc211.geolexica.org/api/concepts#composition_UML,composición (UML),composition (UML)
https://isotc211.geolexica.org/api/concepts#constraint_UML,restricción (UML),constraint (UML)
https://isotc211.geolexica.org/api/concepts#dependency_UML,dependencia (UML),dependency (UML)
https://isotc211.geolexica.org/api/concepts#profile_UML,perfil (UML),profile (UML)
https://isotc211.geolexica.org/api/concepts#realization_UML,realización (UML),realization (UML)
https://isotc211.geolexica.org/api/concepts#stereotype_UML,estereotipo  (UML),stereotype (UML)
https://isotc211.geolexica.org/api/concepts#tagged_value_UML,valor etiquetado (UML),tagged value (UML)
https://isotc211.geolexica.org/api/concepts#compression,compresión,compression
